REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2010,Province 3,Second quintile,Principal accommodation,Dollars,C243,7415,Couple families,25 to 34 years,"$20,000 and over",6010
2010,Province 3,Second quintile,Rented living quarters,Dollars,C244,1965,Couple families,25 to 34 years,"$25,000 and over",5890
2010,Province 3,Second quintile,Owned living quarters,Dollars,C245,2989,Couple families,25 to 34 years,"$30,000 and over",5720
2010,Province 3,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C246,2461,Couple families,25 to 34 years,"$35,000 and over",5530
2010,Province 3,Second quintile,Other accommodation,Dollars,C247,346,Couple families,25 to 34 years,"$40,000 and over",5330
2010,Province 3,Second quintile,Household operations,Dollars,C248,2474,Couple families,25 to 34 years,"$45,000 and over",5080
2010,Province 3,Second quintile,Communications,Dollars,C249,1482,Couple families,25 to 34 years,"$50,000 and over",4820
2010,Province 3,Second quintile,Household furnishings and equipment,Dollars,C250,1268,Couple families,25 to 34 years,"$60,000 and over",4240
2010,Province 3,Second quintile,Household furnishings,Dollars,C251,638,Couple families,25 to 34 years,"$70,000 and over",3650
2010,Province 3,Second quintile,Household equipment,Dollars,C252,601,Couple families,25 to 34 years,"$75,000 and over",3380
2010,Province 3,Second quintile,Household appliances,Dollars,C253,368,Couple families,25 to 34 years,"$80,000 and over",3100
2010,Province 3,Second quintile,Clothing and accessories,Dollars,C254,2400,Couple families,25 to 34 years,"$90,000 and over",2610
2010,Province 3,Second quintile,Transportation,Dollars,C255,7155,Couple families,25 to 34 years,Median total income,79100
2010,Province 3,Third quintile,Total expenditure,Dollars,C256,57165,Couple families,35 to 44 years,All income groups,10030
2010,Province 3,Third quintile,Food purchased from stores,Dollars,C257,5991,Couple families,35 to 44 years,"Under $10,000",100
2010,Province 3,Third quintile,Food purchased from restaurants,Dollars,C258,1621,Couple families,35 to 44 years,"$10,000 and over",9930
2010,Province 3,Third quintile,Shelter,Dollars,C259,9946,Couple families,35 to 44 years,"$15,000 and over",9880
2010,Province 3,Third quintile,Principal accommodation,Dollars,C260,9266,Couple families,35 to 44 years,"$20,000 and over",9780
2010,Province 3,Third quintile,Rented living quarters,Dollars,C261,1007,Couple families,35 to 44 years,"$25,000 and over",9700
2010,Province 3,Third quintile,Owned living quarters,Dollars,C262,5596,Couple families,35 to 44 years,"$30,000 and over",9580
2010,Province 3,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C263,2663,Couple families,35 to 44 years,"$35,000 and over",9430
2010,Province 3,Third quintile,Other accommodation,Dollars,C264,680,Couple families,35 to 44 years,"$40,000 and over",9250
2010,Province 3,Third quintile,Household operations,Dollars,C265,3563,Couple families,35 to 44 years,"$45,000 and over",9050
2010,Province 3,Third quintile,Communications,Dollars,C266,1770,Couple families,35 to 44 years,"$50,000 and over",8820
2010,Province 3,Third quintile,Household furnishings and equipment,Dollars,C267,1815,Couple families,35 to 44 years,"$60,000 and over",8220
2010,Province 3,Third quintile,Household furnishings,Dollars,C268,984,Couple families,35 to 44 years,"$70,000 and over",7510
2010,Province 3,Third quintile,Household equipment,Dollars,C269,799,Couple families,35 to 44 years,"$75,000 and over",7090
2010,Province 3,Third quintile,Household appliances,Dollars,C270,412,Couple families,35 to 44 years,"$80,000 and over",6660
2010,Province 3,Third quintile,Clothing and accessories,Dollars,C271,4505,Couple families,35 to 44 years,"$90,000 and over",5880
2010,Province 3,Third quintile,Transportation,Dollars,C272,11251,Couple families,35 to 44 years,Median total income,100850
2010,Province 3,Fourth quintile,Total expenditure,Dollars,C273,74725,Couple families,45 to 54 years,All income groups,10790
2010,Province 3,Fourth quintile,Food purchased from stores,Dollars,C274,6881,Couple families,45 to 54 years,"Under $10,000",80
2010,Province 3,Fourth quintile,Food purchased from restaurants,Dollars,C275,1891,Couple families,45 to 54 years,"$10,000 and over",10720
2010,Province 3,Fourth quintile,Shelter,Dollars,C276,12278,Couple families,45 to 54 years,"$15,000 and over",10670
2010,Province 3,Fourth quintile,Principal accommodation,Dollars,C277,11245,Couple families,45 to 54 years,"$20,000 and over",10570
2010,Province 3,Fourth quintile,Rented living quarters,Dollars,C278,881,Couple families,45 to 54 years,"$25,000 and over",10490
2010,Province 3,Fourth quintile,Owned living quarters,Dollars,C279,7262,Couple families,45 to 54 years,"$30,000 and over",10380
2010,Province 3,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C280,3102,Couple families,45 to 54 years,"$35,000 and over",10260
2010,Province 3,Fourth quintile,Other accommodation,Dollars,C281,1033,Couple families,45 to 54 years,"$40,000 and over",10100
2010,Province 3,Fourth quintile,Household operations,Dollars,C282,4229,Couple families,45 to 54 years,"$45,000 and over",9930
2010,Province 3,Fourth quintile,Communications,Dollars,C283,2084,Couple families,45 to 54 years,"$50,000 and over",9720
2010,Province 3,Fourth quintile,Household furnishings and equipment,Dollars,C284,2385,Couple families,45 to 54 years,"$60,000 and over",9210
2010,Province 3,Fourth quintile,Household furnishings,Dollars,C285,1075,Couple families,45 to 54 years,"$70,000 and over",8610
2010,Province 3,Fourth quintile,Household equipment,Dollars,C286,1246,Couple families,45 to 54 years,"$75,000 and over",8230
2010,Province 3,Fourth quintile,Household appliances,Dollars,C287,583,Couple families,45 to 54 years,"$80,000 and over",7840
2010,Province 3,Fourth quintile,Clothing and accessories,Dollars,C288,4842,Couple families,45 to 54 years,"$90,000 and over",7100
2010,Province 3,Fourth quintile,Transportation,Dollars,C289,12479,Couple families,45 to 54 years,Median total income,112580
2010,Province 3,Highest quintile,Total expenditure,Dollars,C290,120926,Couple families,55 to 64 years,All income groups,9570
2010,Province 3,Highest quintile,Food purchased from stores,Dollars,C291,8391,Couple families,55 to 64 years,"Under $10,000",80
2010,Province 3,Highest quintile,Food purchased from restaurants,Dollars,C292,2774,Couple families,55 to 64 years,"$10,000 and over",9490
2010,Province 3,Highest quintile,Shelter,Dollars,C293,16404,Couple families,55 to 64 years,"$15,000 and over",9350
2010,Province 3,Highest quintile,Principal accommodation,Dollars,C294,14532,Couple families,55 to 64 years,"$20,000 and over",9200
2010,Province 3,Highest quintile,Rented living quarters,Dollars,C295,813,Couple families,55 to 64 years,"$25,000 and over",9050
2010,Province 3,Highest quintile,Owned living quarters,Dollars,C296,10404,Couple families,55 to 64 years,"$30,000 and over",8910
2010,Province 3,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C297,3315,Couple families,55 to 64 years,"$35,000 and over",8720
2010,Province 3,Highest quintile,Other accommodation,Dollars,C298,1872,Couple families,55 to 64 years,"$40,000 and over",8490
2010,Province 3,Highest quintile,Household operations,Dollars,C299,5736,Couple families,55 to 64 years,"$45,000 and over",8200
2010,Province 3,Highest quintile,Communications,Dollars,C300,2558,Couple families,55 to 64 years,"$50,000 and over",7910
2010,Province 3,Highest quintile,Household furnishings and equipment,Dollars,C301,3643,Couple families,55 to 64 years,"$60,000 and over",7190
2010,Province 3,Highest quintile,Household furnishings,Dollars,C302,1683,Couple families,55 to 64 years,"$70,000 and over",6450
2010,Province 3,Highest quintile,Household equipment,Dollars,C303,1575,Couple families,55 to 64 years,"$75,000 and over",6100
2010,Province 3,Highest quintile,Household appliances,Dollars,C304,850,Couple families,55 to 64 years,"$80,000 and over",5710
2010,Province 3,Highest quintile,Clothing and accessories,Dollars,C305,7073,Couple families,55 to 64 years,"$90,000 and over",4990
2010,Province 3,Highest quintile,Transportation,Dollars,C306,16980,Couple families,55 to 64 years,Median total income,92900
2010,Province 4,All quintiles,Total expenditure,Dollars,C307,59534,Couple families,Total all ages,All income groups,33560
2010,Province 4,All quintiles,Food purchased from stores,Dollars,C308,5516,Couple families,Total all ages,"Under $10,000",500
2010,Province 4,All quintiles,Food purchased from restaurants,Dollars,C309,1867,Couple families,Total all ages,"$10,000 and over",33060
2010,Province 4,All quintiles,Shelter,Dollars,C310,11605,Couple families,Total all ages,"$15,000 and over",32730
2010,Province 4,All quintiles,Principal accommodation,Dollars,C311,10573,Couple families,Total all ages,"$20,000 and over",32350
2010,Province 4,All quintiles,Rented living quarters,Dollars,C312,1824,Couple families,Total all ages,"$25,000 and over",31740
2010,Province 4,All quintiles,Owned living quarters,Dollars,C313,5726,Couple families,Total all ages,"$30,000 and over",30270
2010,Province 4,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C314,3022,Couple families,Total all ages,"$35,000 and over",28820
2010,Province 4,All quintiles,Other accommodation,Dollars,C315,1032,Couple families,Total all ages,"$40,000 and over",27320
2010,Province 4,All quintiles,Household operations,Dollars,C316,3831,Couple families,Total all ages,"$45,000 and over",25710
2010,Province 4,All quintiles,Communications,Dollars,C317,1726,Couple families,Total all ages,"$50,000 and over",23970
2010,Province 4,All quintiles,Household furnishings and equipment,Dollars,C318,1802,Couple families,Total all ages,"$60,000 and over",20420
2010,Province 4,All quintiles,Household furnishings,Dollars,C319,629,Couple families,Total all ages,"$70,000 and over",16950
2010,Province 4,All quintiles,Household equipment,Dollars,C320,1134,Couple families,Total all ages,"$75,000 and over",15320
2010,Province 4,All quintiles,Household appliances,Dollars,C321,458,Couple families,Total all ages,"$80,000 and over",13790
2010,Province 4,All quintiles,Clothing and accessories,Dollars,C322,3089,Couple families,Total all ages,"$90,000 and over",11090
2010,Province 4,All quintiles,Transportation,Dollars,C323,9456,Couple families,Total all ages,Median total income,70530
2010,Province 4,Lowest quintile,Total expenditure,Dollars,C324,24837,Couple families,0 to 24 years,All income groups,440
2010,Province 4,Lowest quintile,Food purchased from stores,Dollars,C325,3156,Couple families,0 to 24 years,"Under $10,000",30
2010,Province 4,Lowest quintile,Food purchased from restaurants,Dollars,C326,932,Couple families,0 to 24 years,"$10,000 and over",400
2010,Province 4,Lowest quintile,Shelter,Dollars,C327,7602,Couple families,0 to 24 years,"$15,000 and over",380
2010,Province 4,Lowest quintile,Principal accommodation,Dollars,C328,7447,Couple families,0 to 24 years,"$20,000 and over",340
2010,Province 4,Lowest quintile,Rented living quarters,Dollars,C329,3572,Couple families,0 to 24 years,"$25,000 and over",320
2010,Province 4,Lowest quintile,Owned living quarters,Dollars,C330,2103,Couple families,0 to 24 years,"$30,000 and over",270
2010,Province 4,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C331,1772,Couple families,0 to 24 years,"$35,000 and over",220
2010,Province 4,Lowest quintile,Other accommodation,Dollars,C332,155,Couple families,0 to 24 years,"$40,000 and over",180
2010,Province 4,Lowest quintile,Household operations,Dollars,C333,1893,Couple families,0 to 24 years,"$45,000 and over",130
2010,Province 4,Lowest quintile,Communications,Dollars,C334,917,Couple families,0 to 24 years,"$50,000 and over",100
2010,Province 4,Lowest quintile,Household furnishings and equipment,Dollars,C335,694,Couple families,0 to 24 years,"$60,000 and over",50
2010,Province 4,Lowest quintile,Household furnishings,Dollars,C336,401,Couple families,0 to 24 years,"$70,000 and over",30
2010,Province 4,Lowest quintile,Household equipment,Dollars,C337,289,Couple families,0 to 24 years,"$75,000 and over",20
2010,Province 4,Lowest quintile,Clothing and accessories,Dollars,C339,1124,Couple families,0 to 24 years,"$90,000 and over",20
2010,Province 4,Lowest quintile,Transportation,Dollars,C340,4296,Couple families,0 to 24 years,Median total income,35840
2010,Province 4,Second quintile,Total expenditure,Dollars,C341,38449,Couple families,25 to 34 years,All income groups,3610
2010,Province 4,Second quintile,Food purchased from stores,Dollars,C342,3965,Couple families,25 to 34 years,"Under $10,000",50
2010,Province 4,Second quintile,Food purchased from restaurants,Dollars,C343,1382,Couple families,25 to 34 years,"$10,000 and over",3560
2010,Province 4,Second quintile,Shelter,Dollars,C344,8457,Couple families,25 to 34 years,"$15,000 and over",3510
2010,Province 4,Second quintile,Principal accommodation,Dollars,C345,7909,Couple families,25 to 34 years,"$20,000 and over",3470
2010,Province 4,Second quintile,Rented living quarters,Dollars,C346,2147,Couple families,25 to 34 years,"$25,000 and over",3390
2010,Province 4,Second quintile,Owned living quarters,Dollars,C347,3087,Couple families,25 to 34 years,"$30,000 and over",3270
2010,Province 4,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C348,2675,Couple families,25 to 34 years,"$35,000 and over",3150
